coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Apr 01 13:06:26 +0000 2022,,,,0,1.50988E+18,MMehmtfk_,1.50988E+18,1.49474E+18,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Like bruh I just went to the university event after almost 2 semesters of online learning and got covid what the fuck. Should I just lock myself in the house and give up on the life outside then.,https://twitter.com/MMehmtfk_/status/1509879864333324288,Fri Feb 18 18:18:29 +0000 2022,1.49474E+18,FALSE,"part-time college student, full-time kurapika simp | TH-ENG-JPN | 20+",1885,17,71,0,クロクラ | 🔞,m e h 。,MMehmtfk_,4783,,,FALSE
,Fri Apr 01 12:39:32 +0000 2022,,https://twitter.com/mrmkl_/status/1509873093082337317/photo/1,,0,1.50987E+18,jillpromoli,1.50987E+18,32871593,en,,FALSE,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jillpromoli Temporary, until covid ends, end mandatory and permanent online learning and offering optional online resources to highalschoolers ?

This falls far short of robust and comprehensive virtual options. https://t.co/7r7697kTcc",https://twitter.com/mrmkl_/status/1509873093082337317,Fri Jun 13 02:04:12 +0000 2008,15103549,FALSE,"Video editor: Game Trailers, Events etc
Support your Indies!
mikelevesque.merkel@gmail.com
https://t.co/y4VuJa8hay",26709,1027,1334,23,"Toronto, Ontario, Canada",MrMKL is Le Tired.,mrmkl_,18033,,https://linktr.ee/Mr.MKL,FALSE
,Fri Apr 01 01:25:51 +0000 2022,,,,1,1.5097E+18,MattMurph24,1.5097E+18,49800332,en,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MattMurph24 Yeah. I saw an online lecture today showing if a person has had COVID, certain proteins left behind act as ""igniters"" for BA-2.",https://twitter.com/Zincdog/status/1509703558177902596,Fri Jun 08 00:58:59 +0000 2018,1.00489E+18,FALSE,💙DEMOCRAT Mathematician. I VOTE All BLUE. Democracy for Ukraine. #BlueCrew  🚫MAGA 🚫Trump 🚫Religion. DC and VA are home.,48690,4222,4301,0,"Washington, DC",🆃🅷🅴🅴 🅱🅾🅹🅾 ☮ 🎲💉🌍💙🌊👊🏽💧,Zincdog,35176,,,FALSE
,Fri Apr 01 02:19:46 +0000 2022,SDG4 UoNTeach educ4750,https://twitter.com/tarynalobrien/status/1509717125174558720/photo/1,,0,1.50972E+18,,,,en,,FALSE,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Here is a great resource to learn more about #SDG4 Quality Education. Quality education is now vital as COVID 19 has put a barrier between many students learning, this is due to the lack of accessibility to  online learning in lockdown for some students. #UoNTeach #educ4750 https://t.co/KHuU2ciwTG",https://twitter.com/tarynalobrien/status/1509717125174558720,Thu Mar 10 21:24:36 +0000 2022,1.50203E+18,FALSE,#UoNteach #educ4750,13,12,23,0,,Taryn,tarynalobrien,27,,,FALSE
,Fri Apr 01 18:11:03 +0000 2022,,,,13,1.50996E+18,libsoftiktok,1.50995E+18,1.32623E+18,en,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@libsoftiktok @Copen_Knights Covid revealed the dirty little secret going on when kids had to do remote learning and parents started to see some of the stuff.,https://twitter.com/ScrapIronLiver/status/1509956525141463045,Fri Mar 15 17:45:35 +0000 2013,1270284972,FALSE,I don't feel tardy. Hate Commies & Illinois Nazis. Once went almost 5 years without wearing pants.,87645,522,300,16,Florida Suncoast,"Yeoman Dead Inside, MD",ScrapIronLiver,48314,,,FALSE
,Fri Apr 01 19:41:54 +0000 2022,,,,0,1.50998E+18,maiasfinsta,1.50998E+18,330510681,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@maiasfinsta I love online, I was doing it a few years prior to COVID even happening. In my experience, the uofa professors are understanding and know online courses are harder/we’re going thru it rn lol",https://twitter.com/Ali__Nikole/status/1509979387961253894,Fri Nov 04 22:27:45 +0000 2016,7.94667E+17,FALSE,as i live and breathe!? raisin!?,27591,61,115,0,United States,ali✨ ‎⧗,Ali__Nikole,7236,,,FALSE
,Sat Apr 02 18:07:03 +0000 2022,,,https://twitter.com/i/web/status/1510316236143566849,0,1.51032E+18,,,,ja,,FALSE,,0,,,"<a href=""http://nomado.ryuhagiwara.com/"" rel=""nofollow"">世界モバイル評論家協会</a>","washingtonpostさんからRT:　A covid-19 tsunami kept this New Mexico high school basketball team in online school, canceled recent games and, mo… https://t.co/7w00YrdnPt　　04月03日3時07分台のニュースでした",https://twitter.com/hagiwararyu11/status/1510317903249240066,Thu Dec 27 11:26:51 +0000 2012,1039416974,FALSE,海外メディアをフォローしています。 2人体制でツイートしています。リツイートはご自由に。please retweet free.,1,462,28,53,Japan,hagiwararyu,hagiwararyu11,1006899,,,FALSE
,Fri Apr 01 00:55:17 +0000 2022,,,,1,1.5097E+18,OgajHead,1.50968E+18,1.4659E+18,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@OgajHead @JJKALE2 Malinauskas has been a real disappointment on Covid: not ending the term earlier; not moving to remote learning; bringing anti-vaxers back into teaching; and removing indoor masking requirements from the 14th.

So many careful people I know have it from their kids.",https://twitter.com/UNabla/status/1509695865895620610,Wed Jun 12 22:32:56 +0000 2019,1.13894E+18,FALSE,,233866,1678,3558,2,,\dot{u}=\alpha\nabla^{2}u,UNabla,39386,,,FALSE
,Sat Apr 02 09:43:03 +0000 2022,elearning education onlinelearning learning edtech covid online school learn students,https://twitter.com/WTMcouncil/status/1510191068528222214/photo/1,,1,1.51019E+18,,,,en,,FALSE,,1,,,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>","Enroll now for our DPM course,
Call Now!
.
#elearning #education #onlinelearning #learning #edtech #covid #online #school #learn #students https://t.co/8JvNlsMlo7",https://twitter.com/WTMcouncil/status/1510191068528222214,Fri Feb 18 08:38:21 +0000 2022,1.49459E+18,FALSE,World Traditional Medical Council has been established on the foundation of progressive academic principles.,0,2,1,0,"Kolkata,West Bengal",World Trade Medical Council,WTMcouncil,79,,https://www.worldtmcouncil.org/,FALSE
,Fri Apr 01 08:46:31 +0000 2022,ommcomnews,,https://ommcomnews.com/india-news/24-students-test-positive-at-bits-pilani-campus-in-goa,0,1.50981E+18,,,,en,,FALSE,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The BITS Pilani in South Goa has moved its classes online after 24 students on campus tested positive for Covid over the last few days
#ommcomnews
 https://t.co/9DJIbl9Jqo",https://twitter.com/OmmcomNews/status/1509814454040797189,Tue May 24 11:40:42 +0000 2016,7.35073E+17,FALSE,"Capturing Odisha Online. Breaking News Alert From Odisha, India & World..",902,4421,437,92,"Bhubaneshwar, India",Ommcom News,OmmcomNews,167705,,http://ommcomnews.com,FALSE
,Fri Apr 01 11:54:59 +0000 2022,teacher,,,8,1.50986E+18,,,,en,,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It’s been a tough year. Last semester, was probably my worst in my teaching career. However, last night overshadowed that. Students:
▪️I wish I had you as a #teacher during Covid.

▪️You make things fun.

▪️By far, you do the best in remote teaching than any professors. 

Me 🥰",https://twitter.com/Bizteacher4/status/1509861882085224449,Sat Nov 14 19:08:20 +0000 2020,1.32769E+18,FALSE,Former #entrepreneur turned #educator. High school and college business teacher bridging the gap between secondary and post secondary education.,2763,436,412,1,"Chesterfield, MI",Mrs.VTheBizTeacher 🍎,Bizteacher4,2528,,https://www.teacherspayteachers.com/ClassFund/Mrs-V-9329?ownCampaign=&utm_campaign=ClassFundShare,FALSE
,Sat Apr 02 21:40:27 +0000 2022,,,,2,1.51037E+18,katanachan,1.51037E+18,18702681,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It would give me a break. COVID time to hopefully die down. I could apply for distance education, and get used to the idea of field work in person. Because as everything is, with my compromised immune system- I don’t feel safe doing in person anything.",https://twitter.com/katanachan/status/1510371607985811456,Wed Jan 07 00:12:20 +0000 2009,18702681,FALSE,☆ Guardian Angel for Hire: World’s Best Babysitter ☆ | ★ MM: @PinkyBirb ★ SOCIALS: https://t.co/gPNipMZIgS 🌸 ☆ Comm: #KatKafe Art: #Katastrophe ★ CODENAME: KAT,38323,1269,533,51,"Honolulu, Hawaii",☆★☆ かたなちゃん™,katanachan,50828,,https://www.twitch.tv/katanachan,FALSE
,Fri Apr 01 16:30:45 +0000 2022,expbio,https://twitter.com/KAWodzanowski/status/1509931283010494474/photo/1,,14,1.50993E+18,,,,en,,FALSE,,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This Sunday, 4/3 from 12:45-2, I’ll be presenting a poster in the BMB education section. Come learn about a problem based learning course I’ve co-taught with a fun at home fermentation lab and how we engaged with students during online learning with Covid. @ASBMB #expbio https://t.co/eLySCINpuW",https://twitter.com/KAWodzanowski/status/1509931283010494474,Thu Apr 11 02:04:30 +0000 2019,1.11616E+18,FALSE,@Penn Postdoc in Microbiology/Immunology in @SunnyShinLab | Ph.D @UDelaware Biochemistry ‘22 | B.S. @SaintJosephs Chemical Biology/Environmental Science ‘17,868,203,274,0,"Newark, DE",Dr. Kimberly Wodzanowski,KAWodzanowski,264,,,FALSE
,Fri Apr 01 15:00:00 +0000 2022,ASCLmembers Covid,https://twitter.com/ASCL_UK/status/1509908443515084804/photo/1,,0,1.50991E+18,,,,en,,FALSE,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#ASCLmembers - today's newsletter includes details of the new #Covid guidelines, remote learning guidance, changes to the National Tutoring Programme, and a summary of the government's response to the NFF consultation https://t.co/3ccnv1MdBX",https://twitter.com/ASCL_UK/status/1509908443515084804,Thu Feb 04 15:16:39 +0000 2010,111333273,FALSE,"ASCL is a leading professional body representing more than 23,000 school and college leaders in all phases across the UK.",9083,36956,1210,368,Leicester,ASCL,ASCL_UK,25518,,http://www.ascl.org.uk,FALSE
,Fri Apr 01 17:56:15 +0000 2022,,,,5,1.50995E+18,narendramodi,1.50988E+18,18839785,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@narendramodi Eveything has Pro and Cons but accordingly rest factors must be decided (Onlinefees for challenging factors attached to online classes)

We always prefer offline teaching, due to COVID we had to switch but due to lack of proper delivery students faced many hidden challenges",https://twitter.com/negiprabha/status/1509952798901018625,Sun Jun 05 15:25:26 +0000 2011,311502635,FALSE,"U can cut all the flowers but Can't Stop SPRING from coming. Be kind, Judge Less & Understand More.

#Nature #Education #Fitness #SocialIssues #let's Do a Bit",25764,993,1386,6,🇮🇳,Hope 🌊🌾🌺,negiprabha,22876,,,FALSE
,Sat Apr 02 14:17:02 +0000 2022,,https://twitter.com/abselectfrance/status/1510260020813967367/photo/1,https://posts.gle/LLZMWg,0,1.51026E+18,,,,fr,,FALSE,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","La pandémie du Covid-19 a radicalement révolutionné le système et les méthodes d’apprentissage, le secteur du E-learning (apprentissage en ligne) et sont en 2022, un atout majeur pour les coachs, à l'instar de Max Piccinni qui révolutionne ...https://t.co/jXTgUXVU0V https://t.co/pPH1lCaPeJ",https://twitter.com/abselectfrance/status/1510260020813967367,Mon Mar 21 16:19:19 +0000 2022,1.50594E+18,FALSE,"""Notre agence web AB Select, basée sur Perpignan, accompagne ses clients partout en France, spécialiste du développement de sites web & du digital marketing.👌",1,40,424,0,"Pollestres, France","AB Select, Agence de création web",abselectfrance,46,,https://ab-select.com,FALSE
,Fri Apr 01 16:33:10 +0000 2022,,,,0,1.50993E+18,r1j1s5k81r,1.50986E+18,1640078005,et,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@r1j1s5k81r @TOIHyderabad ఏ సోర్స్ base cheskoni chpthunnavu gurukula lo teachers leru ani. Sufficient staff unnaru, online classes kuda jaripincharu.. nenu kuda ruthu family munde vachanu. నీలాగా తినిపించిన చేతినే కోరికే టైప్ కదు. నిజం చెప్పే రకం. 
Covid time kabaddi నాణ్యత measure chese time kadhu idi.",https://twitter.com/adilazzu1/status/1509931889468985345,Tue Apr 14 16:59:02 +0000 2015,3166251123,FALSE,"Engineer, Rationalist, Agnostic Atheist, Social(media) Activist,Memer(part time), Ex NSS Volunteer, Ex IEEE member,Ex SAEINDIA member.I tweet satires,Trolls etc",19405,304,1302,0,bheemgal,Adil tweets,adilazzu1,4865,,,FALSE
,Sat Apr 02 14:30:02 +0000 2022,,,http://dlvr.it/SMr8WK,0,1.51026E+18,,,,en,,FALSE,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Using e-learning tools in biochemistry teaching for undergraduate medical students in multicultural environment in Ukraine during COVID-19 crisis https://t.co/ZJ5vds5oQC,https://twitter.com/papers_covid/status/1510263291838275584,Tue Jun 01 17:18:07 +0000 2021,1.39978E+18,TRUE,,0,9,7,0,,COVID papers,papers_covid,1439,,,FALSE
,Sat Apr 02 07:46:28 +0000 2022,,,,3,1.51016E+18,,,,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrAmirPakdel Online school year 1 of pandemic.

Year two, vaccinated (I know doesn’t stop Covid) and had KN95 masks.

Also stopped sports during peak times of the pandemic waves.",https://twitter.com/A_K_A_MagicMan/status/1510161730944479237,Mon May 21 17:38:08 +0000 2012,586805349,FALSE,#Seahawks #LetsGoOilers #EE #CanadianOlympics ABC (Anyone But Calgary and Conservatives) Shake and Bake! BTW - I mute you if you just insult on replies,31617,331,1039,3,Canada ,Naughton Jr. 🇨🇦💙💛🇺🇦,A_K_A_MagicMan,12532,,,FALSE
,Fri Apr 01 10:45:03 +0000 2022,,https://twitter.com/Sarah_Cordiner/status/1509844285625090051/photo/1,https://bit.ly/2SfLK8D,0,1.50984E+18,,,,en,,FALSE,,0,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Online courses have literally changed and have saved my life…AND they even have the power to save the WORLD!!  

Even the World Health Organisation are using online courses as weapon to save the world from the Coronavirus pandemic!

https://t.co/klFhWEszUr https://t.co/nAuyvKuZVf",https://twitter.com/Sarah_Cordiner/status/1509844285625090051,Thu Sep 25 06:29:25 +0000 2014,2831243034,FALSE,Education Consultant and Ed Tech Founder / Adult Ed Speaker & Author   https://t.co/MXC0QdPDqy and https://t.co/uewhnv6Lj1,80271,8797,8740,196,"Perth, Western Australia",Sarah Cordiner,Sarah_Cordiner,5666,,http://www.sarahcordiner.com,FALSE
,Fri Apr 01 08:55:13 +0000 2022,,,https://www.fieldingprimary.com/news/detail/living-with-covid-remote-learning-ends/,0,1.50982E+18,,,,en,,FALSE,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Living with COVID, remote learning ends. https://t.co/Vz0x4AbsqA",https://twitter.com/fieldingprimary/status/1509816643236642825,Sat Mar 08 09:39:51 +0000 2014,2393434691,FALSE,Fielding Primary School,176,1211,29,8,"Wyndham Road, Ealing, W13 9TE",Fielding Primary,fieldingprimary,3222,,http://www.fieldingprimary.com,FALSE
,Fri Apr 01 06:35:13 +0000 2022,,,,21,1.50978E+18,WelshGovernment,1.50977E+18,41874178,en,,,,1,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@WelshGovernment Funny how a local school has gone back to online teaching as most teachers are covid positive if this is learning to live with covid it’s a disgraceful way to act. We are still in a pandemic and the Welsh Government are now failing it’s citizens.,https://twitter.com/cueball42/status/1509781411556995072,Sun Apr 10 10:43:08 +0000 2011,279960846,FALSE,Views are my own some will agree some will disagree but at the end of the day it’s not worth falling out over. I’m also dad to cricket mad and tennis mad kids.,3392,140,494,0,Republic of Wales! ,Lee Kennedy,cueball42,14840,,https://5billionsales.com/affiliate/lnkennedy,FALSE
,Fri Apr 01 00:34:02 +0000 2022,,,,5,1.50969E+18,jasonesteves,1.5096E+18,240453611,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jasonesteves 3rd grader has been on the receiving end of a rock thrown purposefully to hit her face by a classmate.

This week she was punched in the side of the head.

🛑March 20-Feb 21 
virtual school 

🛑Feb 21-March 22
Excessive covid mitigation 

Learn from this ! @BOEAPS @DrLisaHerring",https://twitter.com/dnme828/status/1509690518061649921,Sun Dec 06 19:58:29 +0000 2020,1.33567E+18,TRUE,,10392,120,552,0,,dnme828,dnme828,10881,,,FALSE
,Fri Apr 01 14:18:52 +0000 2022,,https://twitter.com/_IlirAliu/status/1509898092946075670/photo/1,,1,1.5099E+18,GrowDiscipline,1.5099E+18,1420721011,en,,FALSE,,0,,,"<a href=""https://www.feedhive.com"" rel=""nofollow"">FeedHive</a>","@softr_io 1. E-learning community

E-learning communities have been around for a while now. With Covid-19  more users enrolling in their courses and joining their communities. https://t.co/97BntHuJrZ",https://twitter.com/GrowDiscipline/status/1509898092946075670,Sat May 11 13:57:22 +0000 2013,1420721011,FALSE,I help people who lack discipline achieve their goals with my 900 Min Guides. Work with me: DM or https://t.co/YirwnL8XDA | FREE Mindset Ebook: https://t.co/On0HFLWbo4,13261,5807,176,70,Free Mindset Community:,Mindset - I can and I will,GrowDiscipline,20781,,https://t.me/The900Lions,FALSE
,Fri Apr 01 00:13:20 +0000 2022,COVID19 Brunswick,,https://brunswickvoice.com.au/students-return-to-remote-learning-as-covid-cases-spread/,2,1.50969E+18,,,,en,,FALSE,,2,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","A Year 12 formal held last weekend has inadvertently become a #COVID19 super spreader event for a #Brunswick school, forcing some students back into temporary remote learning. https://t.co/NHUIO8NWTT",https://twitter.com/BrunswickVoice/status/1509685309201870851,Fri Feb 26 00:26:45 +0000 2021,1.3651E+18,FALSE,"A new hyper-local publication bringing you news and views from the vibrant, diverse and eclectic inner-Melbourne suburb of Brunswick.",35,558,156,1,"Brunswick, Melbourne",Brunswick Voice,BrunswickVoice,551,,http://www.brunswickvoice.com.au,FALSE
,Fri Apr 01 05:29:04 +0000 2022,seminars seminar elearning σεμιναρια εξαποστασεως ΣΕΜΙΝΑΡΙΟ,,https://goseminars.gr/pistopoiiseis-category/38502-food-fraud-covid-19,0,1.50976E+18,,,,und,,FALSE,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ασφάλεια τροφίμων, Food Fraud και Covid 19 #seminars #seminar #elearning #σεμιναρια #εξαποστασεως #ΣΕΜΙΝΑΡΙΟ
https://t.co/389sbHMlyI",https://twitter.com/GoSeminars/status/1509764762300821521,Tue Nov 15 09:39:25 +0000 2011,412947496,FALSE,,0,265,7,4,Ελλάς,GoSeminars.gr,GoSeminars,15361,,http://www.GoSeminars.gr,FALSE
,Fri Apr 01 15:43:14 +0000 2022,ScholarAlerts,,https://goo.gl/scholar/3RDcCC,1,1.50992E+18,,,,en,,FALSE,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Exploring the effects of the COVID-19 emergency remote education on students’ social and... - https://t.co/Kw3pHNW4fC #ScholarAlerts,https://twitter.com/planestic/status/1509919322612903936,Fri Feb 18 12:54:43 +0000 2022,1.49466E+18,FALSE,"OBTICUD busca promover procesos de monitoreo, adquisición y transferencia de conocimientos relacionados con el uso y apropiación de las TIC en la Educación.",1,12,145,0,,Observatorio PlanesTIC,planestic,262,,,FALSE
,Fri Apr 01 21:10:39 +0000 2022,wcpss Autism microcephaly Covid nced inclusive CovidIsNotOver Raleigh,,https://twitter.com/PANSMama/status/1506404131627544582,0,1.51E+18,,,,en,,FALSE,1.5064E+18,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Pls read/sign/share petition 4 virtual school option 4 high risk kids. Thanks! #wcpss #Autism #microcephaly #Covid #nced #inclusive #CovidIsNotOver #Raleigh https://t.co/MH25hOXcLf,https://twitter.com/PANSMama/status/1510001722122547207,Fri Mar 18 18:30:23 +0000 2022,1.50489E+18,FALSE,Mom of 2 amazing boys!,328,9,33,0,,Jennifer D,PANSMama,94,,,FALSE
,Fri Apr 01 10:13:51 +0000 2022,,,,1,1.50984E+18,ThinkRealist,1.50984E+18,1.21255E+18,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@AKfromKCMO @SarahUnsicker @MissouriGOP @Eric_Schmitt @mojeanevans I’ve had GOP voters tell me that there is nothing wrong with 4 day a week schooling or virtual school when it’s part of the defund schools program Jean Evans is pushing, but push back on a day of virtual when it’s due to COVID concerns.

They just don’t see this as detrimental.",https://twitter.com/ThinkRealist/status/1509836433032364037,Thu Jan 02 01:24:09 +0000 2020,1.21255E+18,FALSE,Realist. Canard hunter. Veteran. Blocked by @hawleymo press secretary @abigailmarone & @ggreenwald for sharing facts they didn’t like. made @therealhoarse mad.,21252,158,234,5,,Pierre Devolder,ThinkRealist,17113,,,FALSE
,Fri Apr 01 06:09:28 +0000 2022,,,,4,1.50977E+18,Tom_Middlehurst,1.50955E+18,993730692,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Tom_Middlehurst This has been my concern with a child due to take GCSEs this summer. She is in a break out room due to visual issues from online learning but also suffered with anxiety about exams due to covid lost learning. She was quite ill with covid last October and wouldn’t have 1/2,https://twitter.com/BeanRoberts/status/1509774931105660932,Fri Jun 21 16:22:41 +0000 2013,1536874195,FALSE,"Returned to teaching in a pandemic. Passionate about reading, the arts and the outdoors. Love helping children to discover new books. All views my own.",2941,256,1543,1,Uk,Annabel Roberts,BeanRoberts,1515,,,FALSE
,Fri Apr 01 17:53:06 +0000 2022,,,https://twitter.com/narendramodi/status/1509881780547260419,0,1.50995E+18,,,,en,,FALSE,1.50988E+18,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eveything has Pro and Cons but accordingly rest factors must be decided (Onlinefees for challenging factors attached to online classes)

We always prefer offline teaching, due to COVID we had to switch but due to lack of proper delivery students faced many hidden challenges https://t.co/gfYFYa6FH9",https://twitter.com/negiprabha/status/1509952004357246976,Sun Jun 05 15:25:26 +0000 2011,311502635,FALSE,"U can cut all the flowers but Can't Stop SPRING from coming. Be kind, Judge Less & Understand More.

#Nature #Education #Fitness #SocialIssues #let's Do a Bit",25764,993,1386,6,🇮🇳,Hope 🌊🌾🌺,negiprabha,22876,,,FALSE
,Fri Apr 01 21:14:10 +0000 2022,,,,0,1.51E+18,,,,en,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","When Covid-19 began, many companies around the world were forced to go remote.

2 years later and plenty of these same companies ARE STILL either fully remote or at least hybrid. One remote-friendly solution for training employees is eLearning.

Is your company using eLearning?",https://twitter.com/Academy_Of_Mine/status/1510002608005652485,Fri Jan 03 22:21:40 +0000 2014,2275184899,FALSE,"The all-in-one platform for creating and managing eLearning for your Customers, Partners, and Employees! Self-Paced and Instructor-Led Training.",384,851,4934,22,"New Jersey, USA",Academy Of Mine,Academy_Of_Mine,881,,https://academyofmine.com,FALSE
,Sat Apr 02 16:00:19 +0000 2022,,,https://buff.ly/3DxBWgk,0,1.51029E+18,,,,en,,FALSE,,0,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Shanghai schools pivot to e-learning following COVID-19 outbreak https://t.co/VQSIRcAoFH,https://twitter.com/Thevirtualbell/status/1510286009862434816,Mon Aug 24 23:03:58 +0000 2020,1.29803E+18,FALSE,Blog and Podcast. Providing useful information to parents of children with learning disabilities in a school setting. Click the link to read more or listen now!,287,114,157,1,"Atlanta, GA",The Virtual Bell,Thevirtualbell,2823,,https://www.thevirtualbell.com/the-virtual-bell-blog/,FALSE
,Fri Apr 01 21:30:09 +0000 2022,,,https://www.kokomotribune.com/news/court-iu-purdue-student-suits-seeking-refunds-can-proceed/article_ccde1456-bb4f-5a74-a584-f24649f0402d.html?utm_campaign=blox&utm_source=twitter&utm_medium=social,1,1.51001E+18,,,,en,,FALSE,,0,,,"<a href=""https://www.townnews.com/"" rel=""nofollow"">BLOX CMS</a>","Both IU and Purdue stopped in-person instruction and moved to online learning in March 2020, with two months left in the spring semester, after Republican Gov. Eric Holcomb declared COVID-19 a statewide public health emergency. https://t.co/6MZ74JaY6K",https://twitter.com/KokomoTribune/status/1510006629529530377,Tue Oct 20 14:54:19 +0000 2009,83858948,FALSE,"Kokomo, Indiana's daily news source, bringing the freshest local news to your life, your doorstep and now, to your computer. Positively part of your life.",410,11800,405,177,"Kokomo, Ind.",Kokomo Tribune,KokomoTribune,32234,,http://www.kokomotribune.com,FALSE
,Fri Apr 01 21:08:56 +0000 2022,,,https://twitter.com/DrEricDing/status/1509806224405057536,0,1.51E+18,YourAlberta,,34747812,en,,FALSE,1.50981E+18,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@YourAlberta my son will be returning to in person learning in the fall after virtual learning for 2 years. Would *love* to see this approach in our school divisions. This is how we learn to live with Covid. @albertateachers @SOSAlberta @albertaNDP https://t.co/UFd0Nmt07t,https://twitter.com/Heather_Dawn_L/status/1510001287512813575,Sun Feb 19 03:45:00 +0000 2017,8.3316E+17,FALSE,introverted extrovert • critical thinker • food allergy mom • book lover • avid bird watcher • ‘FRIENDS’ aficionado • glass artist • SK girl in AB • F the UCP,23495,156,357,1,"Alberta, Canada",Heather Dawn,Heather_Dawn_L,1497,,,FALSE
,Sat Apr 02 16:21:01 +0000 2022,LearningLoss OnlineSchool,,https://cacademy.online/3Dv5qvc,0,1.51029E+18,,,,en,,FALSE,,0,,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","Education experts agree that reversing COVID #LearningLoss will require educators to embrace all available resources, including online school. 

Learn the top ways #OnlineSchool is helping students close learning gaps.

https://t.co/XCkiGISa3t",https://twitter.com/ConnectionsAcad/status/1510291218885918722,Tue Nov 25 19:00:44 +0000 2008,17627741,FALSE,"Connections Academy is a tuition-free online public school for grades K-12, supported by @Pearson. Follow us to learn more about the #OnlineSchool experience.",2049,20030,3931,401,,Connections Academy,ConnectionsAcad,11065,,http://www.ConnectionsAcademy.com,FALSE
,Fri Apr 01 21:13:49 +0000 2022,,,,1,1.51E+18,AmerIndivis,1.51E+18,8.247E+17,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Vincent_Theo13 @kmurph32 Kids aren’t stupid. Many felt betrayed by elected officials &amp; by people in their communities who flaunted and encouraged behavior that caused widespread covid. The kids were stuck with distance learning or else bringing the virus home to their families. They’re rightfully bitter.,https://twitter.com/AmerIndivis/status/1510002517912035335,Thu Jan 26 19:26:14 +0000 2017,8.247E+17,FALSE,Each generation of Americans has the responsibility to safeguard what we have been given and to take the next steps to make this a “more perfect Union.”,115192,2154,4998,14,,Indivisible,AmerIndivis,148466,,,FALSE
